alert_id,created_at,window_start,window_end,tipo_alerta,severidade,line,station,jig_id,model,firmware_version,failed_step,error_code,metrica,valor_observado,limiar,evidencia,acao_sugerida,hitl_required,status
01CA13881DBD,2022-09-13T21:00:06,2022-09-13T20:00:06,2022-09-13T21:00:06,QUEDA_QUALIDADE_FIRMWARE,MEDIA,,,,STB-100,v4.1.2,,,fpy_firmware,0.8055555555555556,queda >= 8.00% ou PPM >= 180000,"FPY 80.56%, baseline 90.91%, PPM 194444, seriais 108.",Bloquear ou revisar lote de firmware antes de continuar a produção.,False,ALERTA_CONFIRMADO
D194B6B2C7B7,2022-09-13T21:30:06,2022-09-13T20:30:06,2022-09-13T21:30:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-200,v4.1.2,,,fpy_firmware,0.85,queda >= 8.00% ou PPM >= 180000,"FPY 85.00%, baseline 93.10%, PPM 150000, seriais 100.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
9FC44A904643,2022-09-13T22:00:06,2022-09-13T21:00:06,2022-09-13T22:00:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-400,v4.1.2,,,fpy_firmware,0.8148148148148148,queda >= 8.00% ou PPM >= 180000,"FPY 81.48%, baseline 91.55%, PPM 185185, seriais 54.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
CCAD13BB6190,2022-09-13T22:15:06,2022-09-13T21:15:06,2022-09-13T22:15:06,QUEDA_QUALIDADE_FIRMWARE,MEDIA,,,,STB-200,v4.1.2,,,fpy_firmware,0.810126582278481,queda >= 8.00% ou PPM >= 180000,"FPY 81.01%, baseline 93.10%, PPM 189873, seriais 79.",Bloquear ou revisar lote de firmware antes de continuar a produção.,False,ALERTA_CONFIRMADO
566C48822F56,2022-09-13T22:15:06,2022-09-13T21:15:06,2022-09-13T22:15:06,DRIFT_CYCLE_TIME,BAIXA,,,,STB-400,,,,p95_total_cycle_s,304.6049999999999,> 291.8s,P95 total 304.6s contra baseline 233.4s.,Investigar gargalo de ciclo e correlacionar com falhas ou paradas.,True,REVISAO_AMBIGUA
3FD5FFB43F91,2022-09-14T06:15:06,2022-09-14T05:15:06,2022-09-14T06:15:06,MAC_DUPLICADO,ALTA,,,,,,,,seriais_por_mac,2.0,> 1 serial por MAC,"MAC AC:5A:14:00:84:56 aparece em 2 seriais: SN100220912082846, SN200220913077580.",Bloquear liberação dos seriais e revisar provisionamento de MAC.,True,ALERTA_CONFIRMADO
29657A2C930E,2022-09-14T06:15:06,2022-09-14T05:15:06,2022-09-14T06:15:06,MAC_DUPLICADO,ALTA,,,,,,,,seriais_por_mac,2.0,> 1 serial por MAC,"MAC AC:5A:14:76:EF:FF aparece em 2 seriais: SN100220912080687, SN400220913081827.",Bloquear liberação dos seriais e revisar provisionamento de MAC.,True,ALERTA_CONFIRMADO
D3C47F7A2238,2022-09-14T06:15:06,2022-09-14T05:15:06,2022-09-14T06:15:06,MAC_DUPLICADO,ALTA,,,,,,,,seriais_por_mac,2.0,> 1 serial por MAC,"MAC AC:5A:14:96:41:19 aparece em 2 seriais: SN100220914078211, SN300220913081680.",Bloquear liberação dos seriais e revisar provisionamento de MAC.,True,ALERTA_CONFIRMADO
28919A9E5963,2022-09-14T06:15:06,2022-09-14T05:15:06,2022-09-14T06:15:06,MAC_DUPLICADO,ALTA,,,,,,,,seriais_por_mac,45.0,> 1 serial por MAC,"MAC AC:5A:14:FF:FF:FF aparece em 45 seriais: SN100220912071340, SN100220912071637, SN100220912071766, SN100220912072138, SN100220912072498.",Bloquear liberação dos seriais e revisar provisionamento de MAC.,True,ALERTA_CONFIRMADO
AF5F7EA4022E,2022-09-14T07:15:06,2022-09-14T06:15:06,2022-09-14T07:15:06,MAC_DUPLICADO,ALTA,,,,,,,,seriais_por_mac,2.0,> 1 serial por MAC,"MAC AC:5A:14:65:F4:CC aparece em 2 seriais: SN200220914083271, SN300220912077688.",Bloquear liberação dos seriais e revisar provisionamento de MAC.,True,ALERTA_CONFIRMADO
DB001C294846,2022-09-14T07:45:06,2022-09-14T06:45:06,2022-09-14T07:45:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-200,v4.1.2,,,fpy_firmware,0.8416666666666667,queda >= 8.00% ou PPM >= 180000,"FPY 84.17%, baseline 93.10%, PPM 158333, seriais 120.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
A9E3B6B4A846,2022-09-14T08:00:06,2022-09-14T07:00:06,2022-09-14T08:00:06,QUEDA_QUALIDADE_FIRMWARE,MEDIA,,,,STB-200,v4.1.2,,,fpy_firmware,0.8,queda >= 8.00% ou PPM >= 180000,"FPY 80.00%, baseline 93.10%, PPM 200000, seriais 110.",Bloquear ou revisar lote de firmware antes de continuar a produção.,False,ALERTA_CONFIRMADO
C6C3D2DBFD8A,2022-09-14T11:30:06,2022-09-14T10:30:06,2022-09-14T11:30:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-200,v4.1.2,,,fpy_firmware,0.8181818181818182,queda >= 8.00% ou PPM >= 180000,"FPY 81.82%, baseline 93.10%, PPM 181818, seriais 88.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
7758E4FF25A9,2022-09-14T11:30:06,2022-09-14T10:30:06,2022-09-14T11:30:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-400,v4.1.2,,,fpy_firmware,0.8113207547169812,queda >= 8.00% ou PPM >= 180000,"FPY 81.13%, baseline 91.55%, PPM 188679, seriais 53.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
3D433374E07A,2022-09-14T11:45:06,2022-09-14T10:45:06,2022-09-14T11:45:06,QUEDA_QUALIDADE_FIRMWARE,ALTA,,,,STB-200,v4.1.2,,,fpy_firmware,0.7391304347826086,queda >= 8.00% ou PPM >= 180000,"FPY 73.91%, baseline 93.10%, PPM 260870, seriais 92.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,ALERTA_CONFIRMADO
C5CB291878A5,2022-09-14T11:45:06,2022-09-14T10:45:06,2022-09-14T11:45:06,QUEDA_QUALIDADE_FIRMWARE,ALTA,,,,STB-400,v4.1.2,,,fpy_firmware,0.7358490566037735,queda >= 8.00% ou PPM >= 180000,"FPY 73.58%, baseline 91.55%, PPM 264151, seriais 53.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,ALERTA_CONFIRMADO
59908456E834,2022-09-14T11:45:06,2022-09-14T10:45:06,2022-09-14T11:45:06,ERRO_CRITICO_RECORRENTE,ALTA,,,,,,,ERR_MD5,taxa_erro_critico,0.051075268817204304,">= 5.00%, falhas >= 4",19 ocorrencias de ERR_MD5 em 372 tentativas.,Validar integridade dos artefatos de firmware e checksums.,True,ALERTA_CONFIRMADO
ABBD49896691,2022-09-14T12:00:06,2022-09-14T11:00:06,2022-09-14T12:00:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-300,v4.1.2,,,fpy_firmware,0.8043478260869565,queda >= 8.00% ou PPM >= 180000,"FPY 80.43%, baseline 91.25%, PPM 195652, seriais 92.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
44D8878DA48C,2022-09-14T12:00:06,2022-09-14T11:00:06,2022-09-14T12:00:06,ERRO_CRITICO_RECORRENTE,MEDIA,,,,,,,ERR_NO_SIGNAL,taxa_erro_critico,0.07105263157894737,">= 5.00%, falhas >= 4",27 ocorrencias de ERR_NO_SIGNAL em 380 tentativas.,"Inspecionar cabo, tuner e modelo afetado.",False,ALERTA_CONFIRMADO
F9E9CCB6488C,2022-09-14T12:15:06,2022-09-14T11:15:06,2022-09-14T12:15:06,QUEDA_QUALIDADE_FIRMWARE,MEDIA,,,,STB-300,v4.1.2,,,fpy_firmware,0.7798165137614679,queda >= 8.00% ou PPM >= 180000,"FPY 77.98%, baseline 91.25%, PPM 220183, seriais 109.",Bloquear ou revisar lote de firmware antes de continuar a produção.,False,ALERTA_CONFIRMADO
DD95E3714D66,2022-09-14T15:45:06,2022-09-14T14:45:06,2022-09-14T15:45:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-200,v4.1.2,,,fpy_firmware,0.8495575221238938,queda >= 8.00% ou PPM >= 180000,"FPY 84.96%, baseline 93.10%, PPM 150442, seriais 113.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
CC58C0D63C79,2022-09-14T16:15:06,2022-09-14T15:15:06,2022-09-14T16:15:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-300,v4.1.2,,,fpy_firmware,0.7840909090909091,queda >= 8.00% ou PPM >= 180000,"FPY 78.41%, baseline 91.25%, PPM 215909, seriais 88.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
54443B1815BA,2022-09-14T16:15:06,2022-09-14T15:15:06,2022-09-14T16:15:06,ERRO_CRITICO_RECORRENTE,ALTA,,,,,,,ERR_MD5,taxa_erro_critico,0.05277777777777778,">= 5.00%, falhas >= 4",19 ocorrencias de ERR_MD5 em 360 tentativas.,Validar integridade dos artefatos de firmware e checksums.,True,ALERTA_CONFIRMADO
76EDDC61CEE4,2022-09-14T16:30:06,2022-09-14T15:30:06,2022-09-14T16:30:06,QUEDA_QUALIDADE_FIRMWARE,MEDIA,,,,STB-200,v4.1.2,,,fpy_firmware,0.8380952380952381,queda >= 8.00% ou PPM >= 180000,"FPY 83.81%, baseline 93.10%, PPM 161905, seriais 105.",Bloquear ou revisar lote de firmware antes de continuar a produção.,False,ALERTA_CONFIRMADO
830714B02F3D,2022-09-14T16:30:06,2022-09-14T15:30:06,2022-09-14T16:30:06,QUEDA_QUALIDADE_FIRMWARE,MEDIA,,,,STB-300,v4.1.2,,,fpy_firmware,0.7934782608695652,queda >= 8.00% ou PPM >= 180000,"FPY 79.35%, baseline 91.25%, PPM 206522, seriais 92.",Bloquear ou revisar lote de firmware antes de continuar a produção.,False,ALERTA_CONFIRMADO
CDFD6CB905FC,2022-09-14T16:45:06,2022-09-14T15:45:06,2022-09-14T16:45:06,MAC_DUPLICADO,ALTA,,,,,,,,seriais_por_mac,2.0,> 1 serial por MAC,"MAC AC:5A:14:94:36:8E aparece em 2 seriais: SN100220914071148, SN200220912078445.",Bloquear liberação dos seriais e revisar provisionamento de MAC.,True,ALERTA_CONFIRMADO
CED2085FF2B6,2022-09-14T17:00:06,2022-09-14T16:00:06,2022-09-14T17:00:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-400,v4.1.2,,,fpy_firmware,0.8301886792452831,queda >= 8.00% ou PPM >= 180000,"FPY 83.02%, baseline 91.55%, PPM 169811, seriais 53.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
9AB57DF7FFB8,2022-09-14T18:00:06,2022-09-14T17:00:06,2022-09-14T18:00:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-400,v4.1.2,,,fpy_firmware,0.8113207547169812,queda >= 8.00% ou PPM >= 180000,"FPY 81.13%, baseline 91.55%, PPM 188679, seriais 53.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
3FB0D2A89E7C,2022-09-14T19:30:06,2022-09-14T18:30:06,2022-09-14T19:30:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-400,v4.1.2,,,fpy_firmware,0.8070175438596491,queda >= 8.00% ou PPM >= 180000,"FPY 80.70%, baseline 91.55%, PPM 192982, seriais 57.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
0E25F624C4E1,2022-09-14T19:45:06,2022-09-14T18:45:06,2022-09-14T19:45:06,QUEDA_QUALIDADE_FIRMWARE,MEDIA,,,,STB-400,v4.1.2,,,fpy_firmware,0.8166666666666667,queda >= 8.00% ou PPM >= 180000,"FPY 81.67%, baseline 91.55%, PPM 183333, seriais 60.",Bloquear ou revisar lote de firmware antes de continuar a produção.,False,ALERTA_CONFIRMADO
87D685FA388D,2022-09-14T21:00:06,2022-09-14T20:00:06,2022-09-14T21:00:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-400,v4.1.2,,,fpy_firmware,0.7647058823529411,queda >= 8.00% ou PPM >= 180000,"FPY 76.47%, baseline 91.55%, PPM 235294, seriais 51.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
5B689CF71DE8,2022-09-14T21:45:06,2022-09-14T20:45:06,2022-09-14T21:45:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-200,v4.1.2,,,fpy_firmware,0.8389830508474576,queda >= 8.00% ou PPM >= 180000,"FPY 83.90%, baseline 93.10%, PPM 161017, seriais 118.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
DFF195C8B441,2022-09-14T21:45:06,2022-09-14T20:45:06,2022-09-14T21:45:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-400,v4.1.2,,,fpy_firmware,0.76,queda >= 8.00% ou PPM >= 180000,"FPY 76.00%, baseline 91.55%, PPM 240000, seriais 50.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
FAF99AF707C5,2022-09-14T22:15:06,2022-09-14T21:15:06,2022-09-14T22:15:06,QUEDA_QUALIDADE_FIRMWARE,BAIXA,,,,STB-100,v4.1.2,,,fpy_firmware,0.7878787878787878,queda >= 8.00% ou PPM >= 180000,"FPY 78.79%, baseline 90.91%, PPM 212121, seriais 66.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,REVISAO_AMBIGUA
143137DBBF82,2022-09-14T22:30:06,2022-09-14T21:30:06,2022-09-14T22:30:06,QUEDA_QUALIDADE_FIRMWARE,ALTA,,,,STB-200,v4.1.2,,,fpy_firmware,0.7611940298507462,queda >= 8.00% ou PPM >= 180000,"FPY 76.12%, baseline 93.10%, PPM 238806, seriais 67.",Bloquear ou revisar lote de firmware antes de continuar a produção.,True,ALERTA_CONFIRMADO
